category,title_clean,description_clean,contract_type,city,department,remote,salary_min,salary_max,salary_avg,salary_unit
Emploi Comptabilité,assistant comptable h f,assistant comptable h f skills nice nice - 06 cdi 25 000 - 28 000 an - expérience d'au moins 2 ans sur un poste similaire en comptabilité ou dans un environnement d'audit - maîtrise des outils excel et voir l offre il y a 4 heures,CDI,25 000,28 000 € / an,0,25000.0,28000.0,26500.0,annual
Emploi Comptabilité,comptable général h f,comptable général h f skills vendée poitou-charentes saint-benoît - 86 cdi 26 000 - 28 000 an d'une formation bac 2 bts comptabilité et gestion bac 3 diplôme de comptabilité et gestion vous disposez au voir l offre il y a 4 heures,CDI,26 000,28 000 € / an,0,26000.0,28000.0,27000.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills grenoble échirolles - 38 cdi 28 000 - 32 000 an - maîtrise des normes comptables et fiscales - gestion de la comptabilité générale et des déclarations fiscales - capacité à établir voir l offre il y a 4 heures,CDI,28 000,32 000 € / an,0,28000.0,32000.0,30000.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills lyon dardilly - 69 cdi 35 000 - 38 000 an télétravail partiel un haut niveau de qualité et de satisfaction client - diplôme en comptabilité - expérience d'au moins 2 ans en cabinet d'expertise voir l offre il y a 4 heures,CDI,35 000,38 000 € / an,1,35000.0,38000.0,36500.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills lyon brignais - 69 cdi 35 000 - 38 000 an télétravail partiel en pleine croissance - diplômé e d'un bac 3 minimum en comptabilité une première expérience en cabinet appréciée - connaissance voir l offre il y a 4 heures,CDI,35 000,38 000 € / an,1,35000.0,38000.0,36500.0,annual
Emploi Comptabilité,collaborateur comptable agricole h f,collaborateur comptable agricole h f skills rennes guichen - 35 cdi 33 000 - 36 000 an vous êtes titulaire d'une formation supérieure en comptabilité d'une première expérience réussie en cabinet comptable voir l offre il y a 4 heures,CDI,33 000,36 000 € / an,0,33000.0,36000.0,34500.0,annual
Emploi Comptabilité,assistant comptable confirmé h f,assistant comptable confirmé h f skills vendée poitou-charentes cognac - 16 cdi 24 000 - 27 000 an compétences requises - maîtrise des bases de la comptabilité des outils bureautiques notamment excel - expérience préalable sur un voir l offre il y a 4 heures,CDI,24 000,27 000 € / an,0,24000.0,27000.0,25500.0,annual
Emploi Comptabilité,directeur de missions h f,directeur de missions h f skills lyon saint-didier-au-mont-d'or - 69 cdi 60 000 - 70 000 an en communication et relation client vous êtes à la recherche d'un cabinet qui valorise à la fois l'équilibre vie voir l offre il y a 4 heures,CDI,60 000,70 000 € / an,0,60000.0,70000.0,65000.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills grenoble villard-de-lans - 38 alternance 15 000 - 23 000 an nous recherchons un e candidat e motivé e et curieux se désireux se de développer ses compétences dans le domaine de l'audit et de l'expertise voir l offre il y a 4 heures,Alternance,15 000,23 000 € / an,0,15000.0,23000.0,19000.0,annual
Emploi Comptabilité,collaborateur comptable confirmé h f,collaborateur comptable confirmé h f skills grenoble échirolles - 38 cdi 32 000 - 40 000 an télétravail partiel les compétences et qualités attendues sont - formation en comptabilité bts dcg dscg ou équivalent - expérience confirmée d'au 3 voir l offre il y a 4 heures,CDI,32 000,40 000 € / an,1,32000.0,40000.0,36000.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills nantes nantes - 44 cdi 30 000 - 38 000 an candidat e doté e des compétences suivantes - diplôme en comptabilité dscg ou équivalent - expérience préalable d'au moins 2 voir l offre il y a 4 heures,CDI,30 000,38 000 € / an,0,30000.0,38000.0,34000.0,annual
Emploi Comptabilité,chef de mission comptable h f,chef de mission comptable h f skills grenoble meylan - 38 cdi 40 000 - 45 000 an recherchons un e candidat e possédant une solide formation en comptabilité et justifiant d'une expérience significative dans un voir l offre il y a 4 heures,CDI,40 000,45 000 € / an,0,40000.0,45000.0,42500.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills grenoble meylan - 38 cdi 28 000 - 37 000 an atouts suivants - maîtrise des principes de base de la comptabilité fiscales courantes - expérience dans la tenue et la révision - voir l offre il y a 4 heures,CDI,28 000,37 000 € / an,0,28000.0,37000.0,32500.0,annual
Emploi Comptabilité,responsable de dossiers h f,responsable de dossiers h f skills grenoble saint-clair-de-la-tour - 38 cdi 36 000 - 43 000 an vous êtes diplômé e d'un bac 3 minimum en comptabilité significative dans le domaine de l'audit et de voir l offre il y a 4 heures,CDI,36 000,43 000 € / an,0,36000.0,43000.0,39500.0,annual
Emploi Comptabilité,responsable dossier h f,responsable dossier h f skills rennes laval - 53 cdi 33 000 - 40 000 an équipe confirmée idéalement issu e d'une formation supérieure en comptabilité vous justifiez d'une première expérience réussie à voir l offre il y a 4 heures,CDI,33 000,40 000 € / an,0,33000.0,40000.0,36500.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills rennes saint-grégoire - 35 cdi 25 000 - 32 000 an télétravail partiel professionnel le répondant au profil suivant - titulaire d'un diplôme en comptabilité de niveau bac 2 à bac 3 bts cg dut gea voir l offre il y a 4 heures,CDI,25 000,32 000 € / an,1,25000.0,32000.0,28500.0,annual
Emploi Comptabilité,responsable comptable h f,responsable comptable h f skills massy rungis - 94 cdi 50 000 - 55 000 an commerce ou ingénieur bac 5 avec une expérience confirmée en comptabilité responsable comptable ou en cabinet en tant que manager voir l offre il y a 4 heures,CDI,50 000,55 000 € / an,0,50000.0,55000.0,52500.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills bordeaux bayonne - 64 cdi 35 000 - 45 000 an au profil si vous présentez les atouts suivants - formation supérieure en comptabilité audit ou gestion bac 2 à bac 5 - en voir l offre il y a 4 heures,CDI,35 000,45 000 € / an,0,35000.0,45000.0,40000.0,annual
Emploi Comptabilité,collaborateur comptable ba h f,collaborateur comptable ba h f skills lille hazebrouck - 59 cdi 28 000 - 35 000 an les qualités et atouts recherchés - formation supérieure en comptabilité expérience en cabinet idéalement dédiée à des dossiers ba voir l offre il y a 4 heures,CDI,28 000,35 000 € / an,0,28000.0,35000.0,31500.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills vendée poitou-charentes brive-la-gaillarde - 19 cdi 34 000 - 39 000 an télétravail partiel en cabinet d'expertise comptable ou d'un bac 2 3 dcg bts iut compta vous êtes reconnu e pour votre rigueur et votre sens de vous voir l offre il y a 4 heures,CDI,34 000,39 000 € / an,1,34000.0,39000.0,36500.0,annual
Emploi Comptabilité,chef de mission comptable h f,chef de mission comptable h f skills grenoble montbonnot-saint-martin - 38 cdi 40 000 - 47 000 an issu e d'une formation supérieure en comptabilité expérience réussie d'au moins 4 voir l offre il y a 4 heures,CDI,40 000,47 000 € / an,0,40000.0,47000.0,43500.0,annual
Emploi Comptabilité,directeur de mission - expert-comptable h f,directeur de mission - expert-comptable h f skills vendée poitou-charentes loudun - 86 cdi 45 000 - 70 000 an télétravail partiel et savez conjuguer rigueur technique et sens commercial votre profil conjugue compétences techniques pointues leadership naturel et excellentes qualités voir,CDI,45 000,70 000 € / an,1,45000.0,70000.0,57500.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills grenoble grenoble - 38 cdi 29 000 - 35 000 an poste de collaborateur trice comptable dispose d'une formation supérieure en comptabilité finance ou gestion de type bts cg dcg voir l offre il y a 4 heures,CDI,29 000,35 000 € / an,0,29000.0,35000.0,32000.0,annual
Emploi Comptabilité,responsable de dossiers h f,responsable de dossiers h f skills bordeaux bordeaux - 33 cdi 30 000 - 38 000 an êtes diplômé e d'une formation supérieure en comptabilité type bts comptabilité dscg et justifiez d'une première voir l offre il y a 4 heures,CDI,30 000,38 000 € / an,0,30000.0,38000.0,34000.0,annual
Emploi Comptabilité,comptable bras droit du dirigeant h f,comptable bras droit du dirigeant h f skills vendée poitou-charentes le poiré-sur-vie - 85 cdi 30 000 - 35 000 an dcg dscg ou équivalent - vous disposez d'une expérience confirmée en comptabilité 5 à 10 ans - vous êtes doté e d'un esprit et voir l offre il y a 4 heures,CDI,30 000,35 000 € / an,0,30000.0,35000.0,32500.0,annual
Emploi Comptabilité,comptable générale h f,comptable générale h f skills lyon nancy - 54 cdi 28 000 - 38 000 an - d'au moins 3 ans dans un poste similaire en comptabilité générale idéalement dans le secteur banque-finance-assurance - maîtrise voir l offre il y a 4 heures,CDI,28 000,38 000 € / an,0,28000.0,38000.0,33000.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills bordeaux cenon - 33 cdi 32 000 - 36 000 an - formation et diplôme titulaire d'un diplôme en comptabilité première expérience réussie en cabinet comptable avec gestion d'un voir l offre il y a 4 heures,CDI,32 000,36 000 € / an,0,32000.0,36000.0,34000.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills rennes mayet - 72 cdi 30 000 - 35 000 an de formation bac 3 à bac 5 en comptabilité moins 3 ans en cabinet d'expertise comptable où voir l offre il y a 4 heures,CDI,30 000,35 000 € / an,0,30000.0,35000.0,32500.0,annual
Emploi Comptabilité,assistant comptable h f,assistant comptable h f skills nice la garde - 83 cdi 33 000 - 38 000 an répondre aux critères suivants - titulaire d'un diplôme en comptabilité bts dut dcg ou équivalent - expérience préalable en voir l offre il y a 4 heures,CDI,33 000,38 000 € / an,0,33000.0,38000.0,35500.0,annual
Emploi Comptabilité,assistant comptable h f,assistant comptable h f skills vendée poitou-charentes poitiers - 86 cdi 24 000 - 26 000 an télétravail partiel dcg ou équivalent - expérience de deux ans minimum en comptabilité des outils bureautiques - connaissances solides en fiscalité et voir l offre il y a 4 heures,CDI,24 000,26 000 € / an,1,24000.0,26000.0,25000.0,annual
Emploi Comptabilité,expert comptable salarié h f,expert comptable salarié h f skills lyon vourles - 69 cdi 65 000 - 80 000 an en sur un poste d'encadrement - excellente maîtrise technique en comptabilité fiscalité et audit légal - goût prononcé pour le voir l offre il y a 4 heures,CDI,65 000,80 000 € / an,0,65000.0,80000.0,72500.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills vendée poitou-charentes poitiers - 86 cdi 32 000 - 38 000 an atout déterminant titulaire d'une formation bac 2 minimum en comptabilité d'une première expérience au sein d'un cabinet comptable voir l offre il y a 4 heures,CDI,32 000,38 000 € / an,0,32000.0,38000.0,35000.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills nice brignoles - 83 cdi 28 000 - 36 000 an y compris en alternance - maîtrise des bases de la comptabilité - aisance avec les outils numériques et les logiciels comptables - voir l offre il y a 4 heures,CDI,28 000,36 000 € / an,0,28000.0,36000.0,32000.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills rennes le mans - 72 cdi 30 000 - 38 000 an autour des éléments suivants - formation supérieure en comptabilité bts dcg dscg ou équivalent - expérience confirmée en au 3 voir l offre il y a 4 heures,CDI,30 000,38 000 € / an,0,30000.0,38000.0,34000.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills nice la garde - 83 cdi 33 000 - 38 000 an ou audit vous maîtrisez les outils informatiques dédiés à la comptabilité chiffres et la production de reportings vos qualités et voir l offre il y a 4 heures,CDI,33 000,38 000 € / an,0,33000.0,38000.0,35500.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills grenoble échirolles - 38 cdi 30 000 - 40 000 an doit aux critères suivants - diplôme de niveau bac 2 minimum en comptabilité bts dcg etc - expérience de 2 à 5 ans en cabinet voir l offre il y a 4 heures,CDI,30 000,40 000 € / an,0,30000.0,40000.0,35000.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills bordeaux mérignac - 33 cdi 30 000 - 45 000 an vos dans un environnement évolutif - formation supérieure en comptabilité comptable idéalement sur un portefeuille en autonomie - voir l offre il y a 4 heures,CDI,30 000,45 000 € / an,0,30000.0,45000.0,37500.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills vendée poitou-charentes limoges - 87 cdi 30 000 - 35 000 an ou équivalent - expérience confirmée de 5 ans minimum en comptabilité et logiciels comptables - capacité d'analyse et de synthèse voir l offre il y a 4 heures,CDI,30 000,35 000 € / an,0,30000.0,35000.0,32500.0,annual
Emploi Comptabilité,manager comptable h f,manager comptable h f skills grenoble grenoble - 38 cdi 40 000 - 50 000 an de comptable ou équivalent votre formation supérieure en comptabilité l'ensemble des techniques comptables fiscales et sociales - voir l offre il y a 4 heures,CDI,40 000,50 000 € / an,0,40000.0,50000.0,45000.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills grenoble beaurepaire - 38 cdi 30 000 - 33 000 an concrètes à ses clients et prête à évoluer dans un environnement professionnel où la collaboration et le développement sont valorisés voir l offre il y a 4 heures,CDI,30 000,33 000 € / an,0,30000.0,33000.0,31500.0,annual
Emploi Comptabilité,chef de mission h f,chef de mission h f skills montigny jouars-pontchartrain - 78 cdi 45 000 - 48 000 an une équipe où la collaboration et l'initiative sont valorisées et où vos ambitions seront soutenues ce poste vous attend voir l offre il y a 4 heures,CDI,45 000,48 000 € / an,0,45000.0,48000.0,46500.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills grenoble échirolles - 38 cdi 30 000 - 39 000 an recherchons un e collaborateur rice comptable ayant une formation en comptabilité équivalent bts dcg dscg master cca vous voir l offre il y a 4 heures,CDI,30 000,39 000 € / an,0,30000.0,39000.0,34500.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills grenoble voiron - 38 cdi 30 000 - 40 000 an nous recherchons un e candidat e ayant une solide formation en comptabilité dcg ou équivalent et une première expérience en voir l offre il y a 4 heures,CDI,30 000,40 000 € / an,0,30000.0,40000.0,35000.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills grenoble échirolles - 38 cdi 30 000 - 36 000 an requises pour ce poste sont les suivantes - une formation en comptabilité type bac 2 minimum bts comptabilité dut gea dcg ou voir l offre il y a 4 heures,CDI,30 000,36 000 € / an,0,30000.0,36000.0,33000.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills bordeaux mérignac - 33 cdi 25 000 - 32 000 an pour sa culture d'entreprise inclusive - formation supérieure en comptabilité en cabinet comptable alternance incluse - maîtrise voir l offre il y a 4 heures,CDI,25 000,32 000 € / an,0,25000.0,32000.0,28500.0,annual
Emploi Comptabilité,comptable fournisseurs h f,comptable fournisseurs h f skills lyon nancy - 54 cdi 28 000 - 38 000 an à dans le secteur industriel vous êtes titulaire d'un diplôme en comptabilité 5 ans dans un poste similaire une maîtrise des outils voir l offre il y a 4 heures,CDI,28 000,38 000 € / an,0,28000.0,38000.0,33000.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills grenoble gières - 38 cdi 34 000 - 39 000 an un e collaborateur trice comptable de formation bac 2 minimum en comptabilité ou audit avec une première expérience réussie en ou voir l offre il y a 4 heures,CDI,34 000,39 000 € / an,0,34000.0,39000.0,36500.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills vendée poitou-charentes angoulême - 16 cdi 35 000 - 40 000 an moderne attentive au développement professionnel de ses équipes le profil attendu inclut - une expérience significative en cabinet voir l offre il y a 4 heures,CDI,35 000,40 000 € / an,0,35000.0,40000.0,37500.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills rennes chantepie - 35 cdi 33 000 - 37 000 an un e collaborateur trice comptable disposant d'une formation supérieure en comptabilité type bts cg dcg ou équivalent et d'une voir l offre il y a 4 heures,CDI,33 000,37 000 € / an,0,33000.0,37000.0,35000.0,annual
Emploi Comptabilité,collaborateur rice comptable h f,collaborateur rice comptable h f skills montigny saint-germain-en-laye - 78 cdi 34 000 - 40 000 an la pour ce poste devra justifier d'une formation supérieure en comptabilité dcg dscg ou équivalent et d'une première expérience en voir l offre il y a 4 heures,CDI,34 000,40 000 € / an,0,34000.0,40000.0,37000.0,annual
Emploi Comptabilité,expert comptable - stagiaire dec h f,expert comptable - stagiaire dec h f skills vendée poitou-charentes challans - 85 cdi 50 000 - 60 000 an à challans pour vivre une expérience professionnelle enrichissante avec un salaire attractif entre 50 000 et 60 000 voir l offre il y a 4 heures,CDI,50 000,60 000 € / an,0,50000.0,60000.0,55000.0,annual
Emploi Comptabilité,comptable général h f,comptable général h f skills grenoble voiron - 38 cdi 28 000 - 30 000 an équivalent - justifiez d'une première expérience significative en comptabilité - maîtrisez les principes comptables et fiscaux voir l offre il y a 4 heures,CDI,28 000,30 000 € / an,0,28000.0,30000.0,29000.0,annual
Emploi Comptabilité,assistant comptable h f,assistant comptable h f skills vendée poitou-charentes limoges - 87 cdi 23 000 - 25 000 an - bureautiques excel word et idéalement des logiciels de comptabilité - bonne connaissance des principes comptables et fiscaux en voir l offre il y a 4 heures,CDI,23 000,25 000 € / an,0,23000.0,25000.0,24000.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills rennes sablé-sur-sarthe - 72 cdi 30 000 - 38 000 an leurs enjeux comptables et financiers - formation supérieure en comptabilité - expérience en cabinet d'expertise comptable appréciée voir l offre il y a 4 heures,CDI,30 000,38 000 € / an,0,30000.0,38000.0,34000.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills vendée poitou-charentes niort - 79 cdi 30 000 - 40 000 an les délais vous êtes un e professionnel le passionné e par la comptabilité où la collaboration et la confiance sont primordiales voir l offre il y a 4 heures,CDI,30 000,40 000 € / an,0,30000.0,40000.0,35000.0,annual
Emploi Comptabilité,collaborateur comptable agricole h f,collaborateur comptable agricole h f skills rennes janzé - 35 cdi 33 000 - 36 000 an vous êtes titulaire d'une formation supérieure en comptabilité d'une première expérience réussie en cabinet comptable voir l offre il y a 4 heures,CDI,33 000,36 000 € / an,0,33000.0,36000.0,34500.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills vendée poitou-charentes niort - 79 cdi 30 000 - 40 000 an vous êtes titulaire d'un diplôme en comptabilité expérience réussie de 3 à 5 voir l offre il y a 4 heures,CDI,30 000,40 000 € / an,0,30000.0,40000.0,35000.0,annual
Emploi Comptabilité,chef de mission h f,chef de mission h f skills rennes changé - 53 cdi 45 000 - 50 000 an titulaire d'une formation supérieure en comptabilité école de commerce vous justifiez voir l offre il y a 4 heures,CDI,45 000,50 000 € / an,0,45000.0,50000.0,47500.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills grenoble bourgoin-jallieu - 38 cdi 36 000 - 45 000 an et fiscales ainsi que des outils bureautiques excel logiciels de comptabilité - capacité à gérer un portefeuille client de et à voir l offre il y a 4 heures,CDI,36 000,45 000 € / an,0,36000.0,45000.0,40500.0,annual
Emploi Comptabilité,expert comptable - stagiaire dec h f,expert comptable - stagiaire dec h f skills vendée poitou-charentes les sables-d'olonne - 85 cdi 50 000 - 60 000 an télétravail partiel à moyen terme - de travailler dans une ville agréable à vivre entre océan et nature ici on ne voir l offre il y a 4 heures,CDI,50 000,60 000 € / an,1,50000.0,60000.0,55000.0,annual
Emploi Comptabilité,responsable de dossiers comptables h f,responsable de dossiers comptables h f skills vendée poitou-charentes angoulême - 16 cdi 38 000 - 50 000 an issu e d'une formation en comptabilité réussie d'au moins 3 voir l offre il y a 4 heures,CDI,38 000,50 000 € / an,0,38000.0,50000.0,44000.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f skills vendée poitou-charentes cognac - 16 cdi 28 000 - 36 000 an télétravail partiel titulaire d'une formation supérieure en comptabilité expérience confirmée en cabinet d'expertise voir l offre il y a 4 heures,CDI,28 000,36 000 € / an,1,28000.0,36000.0,32000.0,annual
Emploi Comptabilité,comptable service des tutelles h f,comptable service des tutelles h f croix-rouge française saint-pierre - 974 cdi vous êtes titulaire d'un bac 2 3 en comptabilité vous avez déjà une première expérience réussie voir l offre il y a 5 heures,CDI,Saint-Pierre,974,0,,,,
Emploi Comptabilité,comptable international h f,comptable international h f croix-rouge française montrouge - 92 cdd temps partiel 5 mois la générale vous êtes à l'aise avec la gestion de la comptabilité pour réussir sur ce poste vous devrez connaître les principes de voir l offre il y a 5 heures,Temps partiel,Montrouge,92,0,,,,
Emploi Comptabilité,comptable h f,comptable h f croix-rouge française messigny-et-vantoux - 21 cdi temps partiel 12 000 - 14 000 an vous êtes titulaire d'un bac 2 en comptabilité professionnel rigoureux organisé votre sens de la voir l offre il y a 5 heures,Temps partiel,12 000,14 000 € / an,0,12000.0,14000.0,13000.0,annual
Emploi Comptabilité,contrôleur interne 69 h f,contrôleur interne 69 h f groupe mutualia rhône - 69 cdi télétravail partiel recherché vous êtes titulaire d'un diplôme universitaire en finance comptabilité école de commerce et disposez d'un minimum de 2 voir l offre il y a 6 heures,CDI,Rhône,69,1,,,,
Emploi Comptabilité,comptable fournisseurs h f,comptable fournisseurs h f supplay le neubourg - 27 cdi 25 000 - 30 000 an cdi vous êtes un professionnel du secteur de la comptabilité notre client est une entreprise solide et reconnue spécialisée dans voir l offre il y a 6 heures,CDI,25 000,30 000 € / an,0,25000.0,30000.0,27500.0,annual
Emploi Comptabilité,comptable h f,comptable h f supplay mont-saint-aignan - 76 intérim 11 88 - 14 heure 4 mois nous recherchons de candidats dispoible rapidement étant motivée et dynamique voir l offre il y a 6 heures,Intérim,"11,88",14 € / heure,0,19543.0,23030.0,21286.5,hourly
Emploi Comptabilité,aide comptable h f,aide comptable h f supplay la rue-saint-pierre - 76 intérim 11 88 - 13 heure 18 mois en comptabilité et qui ont déjà pu exercer sur le logiciel quadra compta pré-requis demandés - lire une facture - assurer le suivi voir l offre il y a 6 heures,Intérim,"11,88",13 € / heure,0,19543.0,21385.0,20464.0,hourly
Emploi Comptabilité,comptable en gestion locative h f,comptable en gestion locative h f orpi clichy - 92 cdi profil formation - bac 2 minimum en comptabilité bts comptabilité - une expérience professionnelle de 10 ans voir l offre il y a 6 heures,CDI,Clichy,92,0,,,,
Emploi Comptabilité,collaborateur comptable senior private equity h f,collaborateur comptable senior private equity h f momenti paris 8e - 75 cdi 45 000 - 60 000 an télétravail partiel - vous justifiez d'une expérience d'au moins 4 ans en comptabilité equity - une maîtrise professionnelle de l'anglais est appréciée voir l offre il y a 8 heures,CDI,45 000,60 000 € / an,1,45000.0,60000.0,52500.0,annual
Emploi Comptabilité,collaborateur comptable expérimenté h f,collaborateur comptable expérimenté h f nextep hr rouen - 76 cdi 35 000 - 45 000 an télétravail partiel titulaire d'un bac 2 à bac 5 en comptabilité en cabinet d'expertise comptable curiosité sens du service voir l offre il y a 8 heures,CDI,35 000,45 000 € / an,1,35000.0,45000.0,40000.0,annual
Emploi Comptabilité,chargé recouvrement locatif h f,chargé recouvrement locatif h f 3f alfortville - 94 cdd 30 000 - 40 000 an télétravail partiel 1 une première expérience dans un poste similaire vos qualités d'analyse de rigueur votre sens de l'organisation et votre esprit voir l offre il y a 8 heures,CDD,30 000,40 000 € / an,1,30000.0,40000.0,35000.0,annual
Emploi Comptabilité,tours - expert-comptable mémorialiste h f,tours - expert-comptable mémorialiste h f momenti tours - 37 cdi 30 000 - 40 000 an télétravail partiel cabinet d'expertise comptable- solides compétences techniques en comptabilité fiscalité et conseil- autonomie sens des voir l offre il y a 8 heures,CDI,30 000,40 000 € / an,1,30000.0,40000.0,35000.0,annual
Emploi Comptabilité,tours - chef de mission h f,tours - chef de mission h f momenti tours - 37 cdi 35 000 - 60 000 an télétravail partiel ce que nous recherchons - formation spécialisée en comptabilité dcg dscg master cca - expérience significative de voir l offre il y a 8 heures,CDI,35 000,60 000 € / an,1,35000.0,60000.0,47500.0,annual
Emploi Comptabilité,alternant dscg - cabinet d'expertise comptable h f,alternant dscg - cabinet d'expertise comptable h f nextep hr combs-la-ville - 77 cdi 25 000 - 30 000 an télétravail partiel et encadrées participation à la tenue et à la révision comptable d'un portefeuille clients aide à l'établissement des déclarations voir l offre il y a 8 heures,CDI,25 000,30 000 € / an,1,25000.0,30000.0,27500.0,annual
Emploi Comptabilité,comptable h f,comptable h f team emploi sens - 89 cdi 30 000 - 40 000 an télétravail partiel - bts dut dcg - 3 ans d'expérience minimum en comptabilité secteur grande distribution - maîtrise des techniques comptables voir l offre il y a 8 heures,CDI,30 000,40 000 € / an,1,30000.0,40000.0,35000.0,annual
Emploi Comptabilité,tours - collaborateur comptable h f,tours - collaborateur comptable h f momenti tours - 37 cdi 30 000 - 40 000 an télétravail partiel recherchons - une formation bac 5 en comptabilité une première expérience réussie de minimum 2 ans en cabinet comptable- voir l offre il y a 8 heures,CDI,30 000,40 000 € / an,1,30000.0,40000.0,35000.0,annual
Emploi Comptabilité,comptable clients h f,comptable clients h f passion froid - groupe pomona lyon - 69 cdi réductions tarifaires c'est aussi évoluer dans un groupe à l'actionnariat familial stable et être au coeur d'une politique voir l offre il y a 8 heures,CDI,Lyon,69,0,,,,
Emploi Comptabilité,comptable fournisseurs h f,comptable fournisseurs h f groupe actual le chambon-feugerolles - 42 intérim 25 000 - 35 000 an travail de jour 1 formation supérieure en comptabilité expérience significative 2 ans voir l offre il y a 9 heures,Intérim,25 000,35 000 € / an,0,25000.0,35000.0,30000.0,annual
Emploi Comptabilité,comptable h f,comptable h f partnaire orléans - 45 cdi 30 000 an travail de jour 1 des erreurs restent significatives connaître parfaitement la comptabilité agricoles et aux contrats saisonniers intervenir sur la voir l offre il y a 9 heures,CDI,Orléans,45,0,30000.0,30000.0,30000.0,annual
Emploi Comptabilité,comptable general le port h f,comptable general le port h f alter ego le port - 974 intérim 17 - 18 heure travail de jour 1 formation et expérience -bts comptabilité dcg diplôme de comptabilité de gestion dscg diplôme supérieur voir l offre il y a 9 heures,Intérim,17,18 € / heure,0,27965.0,29610.0,28787.5,hourly
Emploi Comptabilité,comptable fournisseurs - temps partiel 80 h f,comptable fournisseurs - temps partiel 80 h f actua ernolsheim-lès-saverne - 67 intérim temps partiel 22 000 - 24 000 an 1 profil recherché - formation ou première expérience en comptabilité organisation et sens du travail en équipe - voir l offre il y a 9 heures,Temps partiel,22 000,24 000 € / an,0,22000.0,24000.0,23000.0,annual
Emploi Comptabilité,agent de recouvrement activites poids lourds h f,agent de recouvrement activites poids lourds h f ad poids lourds lucé - 28 cdi 1 900 - 2 000 mois et de fermeté pour assurer le recouvrement des créances clients - travailler en autonomie tout en collaborant efficacement voir l offre il y a 9 heures,CDI,1 900,2 000 € / mois,0,22800.0,24000.0,23400.0,monthly
Emploi Comptabilité,collaborateur comptable confirmé - conseiller comptable h f,collaborateur comptable confirmé - conseiller comptable h f mercato de l'emploi parthenay - 79 cdi 35 000 - 41 000 an télétravail partiel de 3 à 5 ans en cabinet - autonomie technique en comptabilité - rigueur et sens de l'organisation - aisance relationnelle et sens de voir l offre il y a 9,CDI,35 000,41 000 € / an,1,35000.0,41000.0,38000.0,annual
Emploi Comptabilité,collaborateur comptable confirmé - conseiller comptable h f,collaborateur comptable confirmé - conseiller comptable h f mercato de l'emploi bressuire - 79 cdi 35 000 - 41 000 an télétravail partiel de 3 à 5 ans en cabinet - autonomie technique en comptabilité - rigueur et sens de l'organisation - aisance relationnelle et sens de voir l offre il y a 9,CDI,35 000,41 000 € / an,1,35000.0,41000.0,38000.0,annual
Emploi Comptabilité,collaborateur comptable h f,collaborateur comptable h f mercato de l'emploi bordeaux - 33 cdi 30 000 an postulez dès maintenant envoyez votre cv nous avons hâte de vous rencontrer ref l70z8gfnpt voir l offre il y a 9 heures,CDI,Bordeaux,33,0,30000.0,30000.0,30000.0,annual
