category,url,job_id,title,company,location,contract_type,salary,published_date,short_description,remote,experience,scraped_at
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/69210071.html,69210071,Adjoint Chef de Rayon Alternance H/F,E.Leclerc,"486,49 - 1 801,80 € / mois",Alternance,"486,49 - 1 801,80 € / mois",il y a 10 heures,"Adjoint Chef de Rayon Alternance H/F
E.Leclerc
Saint-Astier - 24
Alternance
486,49 - 1 801,80 € / mois
24 mois
... client et travailler en équipe. Avoir le goût du commerce est un préalable. Pour le reste, nous vous accompagnerons...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:03.585642
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/72627843.html,72627843,Equipier Polyvalent 30H CDD H/F,Lidl,Charmes - 88,CDD,1 656 € / mois,il y a 10 heures,"Equipier Polyvalent 30H CDD H/F
Lidl
Charmes - 88
CDD
1 656 € / mois
... Tu aimes travailler en équipe pour progresser ensemble ? - Tu es organisé(e) et tu sais prioriser tes actions...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:04.040410
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/71550977.html,71550977,Employé Polyvalent Alternance H/F,Groupe Alternance Aix-en-Provence,774 - 1 801 € / mois,Alternance,774 - 1 801 € / mois,il y a 10 heures,"Employé Polyvalent Alternance H/F
Groupe Alternance Aix-en-Provence
Aix-en-Provence - 13
Alternance
774 - 1 801 € / mois
24 mois
... présentation et bon relationnel client. - Sens du service et de l'organisation. - Dynamisme, esprit d'équipe et polyvalence....
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:04.487020
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/69203962.html,69203962,Employe Commercial - Libre Service H/F,E.Leclerc,Raon-l'Étape - 88,CDI,,il y a 10 heures,"Employe Commercial - Libre Service H/F
E.Leclerc
Raon-l'Étape - 88
CDI
... autonome, polyvalent et organisé. Dynamique, vous aimez le travail en équipe et avez le goût du commerce.
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:04.855269
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/69203930.html,69203930,Preparateur de Commande Drive H/F,E.Leclerc,Digoin - 71,CDI,,il y a 10 heures,"Preparateur de Commande Drive H/F
E.Leclerc
Digoin - 71
CDI
… produits commandés à l'aide de la scannette) et assurez leur distribution lors de la livraison (assemblage des différents éléments de…
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:05.170125
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/65471259.html,65471259,Manager de Rayon - Mayotte H/F,Carrefour,Mamoudzou - 976,CDI,,il y a 10 heures,"Manager de Rayon - Mayotte H/F
Carrefour
Mamoudzou - 976
CDI
… ensemble. Rejoignez-nous. Nous recherchons pour notre périmètre de Distribution Rattaché au Manager de département, votre mission est…
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:05.578133
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/65471243.html,65471243,Chef de Département Alimentaire - Hf - le Lamentin - Martinique H/F,Carrefour,Le Lamentin - 972,CDI,,il y a 10 heures,"Chef de Département Alimentaire - Hf - le Lamentin - Martinique H/F
Carrefour
Le Lamentin - 972
CDI
… pôle structuré autour de la distribution automobile, de la location, de la distribution de pneumatiques et de pièces…
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:05.975898
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/60365674.html,60365674,Employe Polyvalent en Alternance H/F,Groupe Alternance Aix-en-Provence,763 - 1 774 € / mois,Alternance,763 - 1 774 € / mois,il y a 10 heures,"Employe Polyvalent en Alternance H/F
Groupe Alternance Aix-en-Provence
Aix-en-Provence - 13
Alternance
763 - 1 774 € / mois
24 mois
Diplôme minimum obligatoire : Baccalauréat Recherche : contrat en alternance
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:06.403554
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/60360862.html,60360862,Equipier Polyvalent 35H H/F,Lidl,Saint-Martin-de-Queyrières - 05,CDI,2 000 € / mois,il y a 10 heures,"Equipier Polyvalent 35H H/F
Lidl
Saint-Martin-de-Queyrières - 05
CDI
2 000 € / mois
... de 3 ans et au-delà, - Une prime de participation et/ou d'intéressement (en fonction des résultats de l'entreprise), ...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:06.821735
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/65443079.html,65443079,Employé Polyvalent de Nuit - Paris H/F,Big Fernand,Paris - 75,CDI,"1 801,80 € / mois",il y a 10 heures,"Employé Polyvalent de Nuit - Paris H/F
Big Fernand
Super recruteur
Paris - 75
CDI
1 801,80 € / mois
... Alors, tu es déjà un(e) Fernand(e) qui s'ignore et nous avons hâte de te le faire découvrir !
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:07.287590
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/33582201.html,33582201,Promoteur des Ventes GMS H/F,DMF,1 900 - 2 050 € / mois,CDD,1 900 - 2 050 € / mois,il y a 10 heures,"Promoteur des Ventes GMS H/F
DMF
Castanet-Tolosan - 31
CDD
1 900 - 2 050 € / mois
3 mois
... tire-palette et avez une bonne connaissance de la GMS. Vous êtes basé idéalement à Toulouse (couverture de 2...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:07.777387
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/71565261.html,71565261,Manager de Rayon Boucherie H/F,Carrefour,Bouzonville - 57,CDI,,il y a 10 heures,"Manager de Rayon Boucherie H/F
Carrefour
Bouzonville - 57
CDI
… rayon boucherie, idéalement acquise dans le milieu de la distribution alimentaire. Vous avez une parfaite connaissance de la chaine à…
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:08.194662
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/58075509.html,58075509,Chef de Secteur en Alternance H/F,Ipac Bachelor Factory Laval,Laval - 53,Alternance,"1 801,80 € / mois",il y a 10 heures,"Chef de Secteur en Alternance H/F
Ipac Bachelor Factory Laval
Laval - 53
Alternance
1 801,80 € / mois
12 mois
… lors des campagnes d'animation - Réaliser ponctuellement des animations / distributions de coupons sur l'heure du déjeuner - Faire le…
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:08.707076
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/71565097.html,71565097,Stage - Modélisation de la Position d'Équilibre d'Assemblages de Carters Turbomoteurs d'Hélicoptères H/F,Safran,Bordes - 64,Stage,,il y a 10 heures,"Stage - Modélisation de la Position d'Équilibre d'Assemblages de Carters Turbomoteurs d'Hélicoptères H/F
Safran
Bordes - 64
Stage
6 mois
... mécanique, mécanique des solides, dimensionnement statique), en mathématiques appliquées et en programmation (Python 3.12 sera privilégié). - Des connaissances",False,,2025-12-16T10:33:09.184975
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/71564871.html,71564871,Apprentissage - Employé Libre-Service Alimentaire H/F,CFA IFCDis,"486,49 - 1 801,89 € / mois",Alternance,"486,49 - 1 801,89 € / mois",il y a 10 heures,"Apprentissage - Employé Libre-Service Alimentaire H/F
CFA IFCDis
La Rochelle - 17
Alternance
486,49 - 1 801,89 € / mois
12 mois
... tous les jours dans ton magasin et pour ça il faut que tu sois dynamique, souriant, accueillant et que tu...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:09.678423
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/65259636.html,65259636,Equipier Polyvalent 35H H/F,Lidl,Corbeil-Essonnes - 91,CDI,2 000 € / mois,il y a 10 heures,"Equipier Polyvalent 35H H/F
Lidl
Corbeil-Essonnes - 91
CDI
2 000 € / mois
... fonctionnement du supermarché. Le poste nécessite d'être disponible le samedi et certains dimanches. Missions...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:10.116815
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/71564701.html,71564701,Responsable de Magasin H/F,Gamm Vert - Groupe Oxyane,Lozanne - 69,CDI,,il y a 10 heures,"Responsable de Magasin H/F
Gamm Vert - Groupe Oxyane
Lozanne - 69
CDI
... univers stimulant, au coeur du végétal. - De vraies perspectives d'évolution dans un groupe qui valorise ses talents. ...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:10.523978
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/71563425.html,71563425,Contrat de Professionnalisation - Employé Libre-Service H/F,CFA IFCDis,"1 040,54 - 1 891,89 € / mois",Alternance,"1 040,54 - 1 891,89 € / mois",il y a 10 heures,"Contrat de Professionnalisation - Employé Libre-Service H/F
CFA IFCDis
Merville - 31
Alternance
1 040,54 - 1 891,89 € / mois
6 mois
... souhait de te former. Alors prépare tes arguments pour convaincre nos équipes admission et avoir la chance d'intégrer nos formations.
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:25.106543
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/71563918.html,71563918,Responsable de Rayon - Guadeloupe H/F,Talented International,38 000 - 45 000 € / an,CDI,38 000 - 45 000 € / an,il y a 10 heures,"Responsable de Rayon - Guadeloupe H/F
Talented International
Baie-Mahault - 971
CDI
38 000 - 45 000 € / an
Profil recherché : - Vous êtes titulaire d'un Bac +2/3 et avez une expérience significative dans la...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:25.565368
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/71563390.html,71563390,Apprentissage - Employé Libre-Service Alimentaire H/F,CFA IFCDis,"486,49 - 1 801,80 € / mois",Alternance,"486,49 - 1 801,80 € / mois",il y a 10 heures,"Apprentissage - Employé Libre-Service Alimentaire H/F
CFA IFCDis
Moissac - 82
Alternance
486,49 - 1 801,80 € / mois
12 mois
Pour nous ce qui compte c'est que tu puisses t'épanouir tous les jours dans ton magasin et pour ça il...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:25.967179
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/71562733.html,71562733,Fileteur H/F,Arhémis Cherbourg,Cherbourg-en-Cotentin - 50,Intérim,,il y a 10 heures,"Fileteur H/F
Arhémis Cherbourg
Cherbourg-en-Cotentin - 50
Intérim
4 mois
... an d'expérience sur le poste de fileteur - Vous êtes dynamique et le rythme de travail soutenu ne vous...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:26.322621
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/23807656.html,23807656,Chef de Département Rayons Marée Trads + LS Département 69 Nord H/F,Jean-François Philippe | Cabinet de recrutement | Grande Distribution,2 400 - 2 600 € / mois,CDI,2 400 - 2 600 € / mois,il y a 10 heures,"Chef de Département Rayons Marée Trads + LS Département 69 Nord H/F
Jean-François Philippe | Cabinet de recrutement | Grande Distribution
Rhône - 69
CDI
2 400 - 2 600 € / mois
... et efficace dans la gestion des rayons. Expérience exigée : 4 / 8 ans, réussie sur le...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:26.720042
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/62901490.html,62901490,Employe Commercial Mise en Rayon H/F,E.Leclerc,Chalon-sur-Saône - 71,CDI,,il y a 10 heures,"Employe Commercial Mise en Rayon H/F
E.Leclerc
Chalon-sur-Saône - 71
CDI
Profil recherché : Approvisionnements/Gestion Fournisseurs Dynamique, autonome et réactif(ve), vous saurez démontrer votre professionnalisme par votre rigueur...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:27.175201
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/66723573.html,66723573,Coordinateur Caisse Accueil 35H H/F,Lidl,Albertville - 73,CDI,2 181 € / mois,il y a 10 heures,"Coordinateur Caisse Accueil 35H H/F
Lidl
Albertville - 73
CDI
2 181 € / mois
... Profil Que tu aies de l'expérience dans le commerce ou non, nous recherchons avant tout...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:27.704037
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/71561693.html,71561693,Alternance - Employé Libre-Service Drive H/F,RETRAVAILLER DANS L'OUEST,"486,49 - 1 801,80 € / mois",Alternance,"486,49 - 1 801,80 € / mois",il y a 10 heures,"Alternance - Employé Libre-Service Drive H/F
RETRAVAILLER DANS L'OUEST
Durtal - 49
Alternance
486,49 - 1 801,80 € / mois
11 mois
... : Tu es lycéen, étudiants et/ou demandeurs d'emploi, à l'écoute et bien organisé(e). De...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:28.247242
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/69233153.html,69233153,Employé Service Traiteur H/F,E.Leclerc,Rivery - 80,CDD,,il y a 10 heures,"Employé Service Traiteur H/F
E.Leclerc
Rivery - 80
CDD
1 mois
... rigoureux, méthodique. Vous avez l'esprit d'initiative et le sens du commerce et de la relation client. Rejoignez-nous...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:28.720684
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/69205686.html,69205686,Equipier de Commerce Secteur Frais - Liquide H/F,Auchan Retail France,23 850 - 23 870 € / an,CDI,23 850 - 23 870 € / an,il y a 10 heures,"Equipier de Commerce Secteur Frais - Liquide H/F
Auchan Retail France
Cournon-d'Auvergne - 63
CDI
23 850 - 23 870 € / an
... 4 piliers de responsabilité sociétale et environnementale majeurs : Offre responsable, Environnement, Solidarité, Humain. Rendez-vous sur :...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:29.157314
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/71565384.html,71565384,Responsable de Rayon Charcuterie H/F,E.Leclerc,Strasbourg - 67,CDI,,il y a 10 heures,"Responsable de Rayon Charcuterie H/F
E.Leclerc
Strasbourg - 67
CDI
... de manière autonome tout en collaborant efficacement avec les autres services. Une formation en commerce, gestion ou dans un domaine...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:29.567433
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/71561015.html,71561015,Directeur·ice de Magasin Femme - Compiègne H/F,Armand Thiery,Compiègne - 60,CDI,,il y a 10 heures,"Directeur·ice de Magasin Femme - Compiègne H/F
Armand Thiery
Compiègne - 60
CDI
Passionné(e) par la mode, vous maîtrisez les outils de gestion commerciale. Vous justifiez d'une expérience réussie de la vente et...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:30.014391
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/68012416.html,68012416,Responsable Rayon Textile Chaussures H/F,E.Leclerc,Villers-Cotterêts - 02,CDI,,il y a 10 heures,"Responsable Rayon Textile Chaussures H/F
E.Leclerc
Villers-Cotterêts - 02
CDI
… vous avez une expérience significative et réussie dans la distribution (grande ou spécialisée) et les capacités à manager une équipe.…
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:30.453036
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/66743007.html,66743007,Manager Alimentaire H/F,Carrefour,Nord - 59,CDI,,il y a 10 heures,"Manager Alimentaire H/F
Carrefour
Nord - 59
CDI
… : sain, plus local, plus responsable. Leader mondial de la distribution digitale, tout en créant un environnement de travail inclusif…
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:30.967155
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/59286373.html,59286373,Alternance - Employé Commercial en Grande Distribution H/F,Groupe Alternance Niort,"486,49 - 1 801,80 € / mois",Alternance,"486,49 - 1 801,80 € / mois",il y a 10 heures,"Alternance - Employé Commercial en Grande Distribution H/F
Groupe Alternance Niort
Parthenay - 79
Alternance
486,49 - 1 801,80 € / mois
12 mois
- Être organisé et sérieux - Vous êtes polyvalent et flexible
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:31.463668
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/56815467.html,56815467,Equipier Polyvalent Etudiant H/F,Lidl,Pontorson - 50,CDI,,il y a 10 heures,"Equipier Polyvalent Etudiant H/F
Lidl
Pontorson - 50
CDI
... produits, - Garantir la qualité et la fraîcheur des produits, - Participer à la production des produits du...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:31.869717
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/60345641.html,60345641,Adjoint Responsable Produits Frais H/F,E.Leclerc,Étampes - 91,CDI,,il y a 10 heures,"Adjoint Responsable Produits Frais H/F
E.Leclerc
Étampes - 91
CDI
... métiers, Encadrement et Généralistes De formation Bac à Bac +2 (commerciale/gestion), vous êtes fort de plusieurs...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:32.289030
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/60360832.html,60360832,Equipier Polyvalent 30H H/F,Lidl,Aixe-sur-Vienne - 87,CDD,,il y a 10 heures,"Equipier Polyvalent 30H H/F
Lidl
Aixe-sur-Vienne - 87
CDD
... 3 ans et au-delà, - Une prime de participation et/ou d'intéressement (en fonction des résultats de l'entreprise), -...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:32.671545
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/66715465.html,66715465,Caissier - Vendeur H/F,Brico Dépôt,Pavie - 32,Temps partiel,,il y a 10 heures,"Caissier - Vendeur H/F
Brico Dépôt
Pavie - 32
CDD
Temps partiel
... ; - Vous veillerez à la qualité des encaissements et au respect des procédures ; - Vous gérerez...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:33.083400
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/71553808.html,71553808,Manager Drive H/F,Carrefour,Athis-Mons - 91,CDI,,il y a 10 heures,"Manager Drive H/F
Carrefour
Athis-Mons - 91
CDI
... et ajuster les parcours de collecte, les outils de préparation et les ressources humaines pour maximiser l'efficacité et la vitesse...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:33.522992
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/66756311.html,66756311,Chef de Secteur,CDI H/F,,,,il y a 10 heures,"Chef de Secteur - CDI H/F
Hozelock Exel
Clermont-Ferrand - 63
CDI
Télétravail partiel
… les métiers de la vente et du commerce sur le terrain et de la distribution . ou Bac +3 avec 2 ans minimum d'expérience en qualité de…
Voir l’offre
il y a 10 heures",True,,2025-12-16T10:33:49.948884
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/69206419.html,69206419,Adjoint Directeur de Magasin H/F,Nextgen RH,26 000 - 32 800 € / an,CDI,26 000 - 32 800 € / an,il y a 10 heures,"Adjoint Directeur de Magasin H/F
Nextgen RH
Super recruteur
Compiègne - 60
CDI
26 000 - 32 800 € / an
... long du processus de recrutement à travers une approche fondamentalement humaine : un seul interlocuteur tout au long...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:50.428821
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/61656638.html,61656638,Equipier Commerce Boutique du Frais H/F,Auchan Retail France,22 775 - 22 776 € / an,CDI,22 775 - 22 776 € / an,il y a 10 heures,"Equipier Commerce Boutique du Frais H/F
Auchan Retail France
Vineuil - 41
CDI
22 775 - 22 776 € / an
… Nous sommes... Auchan Retail France, une entreprise de distribution de clients chaque année. Ce que nous voulons,…
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:50.914414
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/66728202.html,66728202,Gerant de Magasin dans l'Herault 34 H/F,Carrefour Proximité,25 000 - 28 000 € / an,,25 000 - 28 000 € / an,il y a 10 heures,"Gerant de Magasin dans l'Herault 34 H/F
Carrefour Proximité
Super recruteur
Hérault - 34
Franchise
25 000 - 28 000 € / an
… et à votre clientèle. - Vous avez une expérience réussie en distribution pour votre compte, - Vous rêvez d'entreprendre, mais votre…
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:51.311798
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/66715484.html,66715484,Hôte de Caisse - Accueil Expert H/F,Brico Dépôt,Beaucouzé - 49,CDI,,il y a 10 heures,"Hôte de Caisse - Accueil Expert H/F
Brico Dépôt
Beaucouzé - 49
CDI
... proposés à nos clients, carte Brico Dépôt, location de véhicules, solution de paiement...tout en respectant le concept commercial Brico Dépôt...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:51.656729
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/62922413.html,62922413,Alternant Directeur·rice de Supermarché H/F,Digital School of Paris,,Alternance,,il y a 10 heures,"Alternant Directeur·rice de Supermarché H/F
Digital School of Paris
Île-de-France
Alternance
2 ans
… d'une délivrant un Bac +5, idéalement en commerce, management ou distribution . - Dynamique, vous avez le sens des responsabilités et…
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:51.996670
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/62917826.html,62917826,Employé Libre Service . H/F,Randstad,Vire Normandie - 14,CDI,21 000 € / an,il y a 10 heures,"Employé Libre Service . H/F
Randstad
Vire Normandie - 14
CDI
21 000 € / an
Vous devez être titulaire d'un Bac et avoir au moins 3 années d'expérience. Une première expérience sur un poste similaire...
Voir l’offre
il y a 10 heures",False,3 années d'expérience,2025-12-16T10:33:52.350166
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/66704913.html,66704913,Equipier de Commerce Temps Partiel H/F,Auchan Retail France,23 850 - 23 870 € / an,CDI,23 850 - 23 870 € / an,il y a 10 heures,"Equipier de Commerce Temps Partiel H/F
Auchan Retail France
Paris - 75
CDI
23 850 - 23 870 € / an
… Nous sommes... Auchan Retail France, une entreprise de distribution de clients chaque année. Ce que nous voulons,…
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:52.795651
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/69241740.html,69241740,Merchandiseur Els H/F,DistriCom,Saint-Jean-de-Luz - 64,CDD,12 € / heure,il y a 10 heures,"Merchandiseur Els H/F
DistriCom
Saint-Jean-de-Luz - 64
CDD
12 € / heure
... pour réussir votre mission. Ce qui nous rend unique c'est vous, alors rejoignez nous !
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:53.259704
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/69215411.html,69215411,Employé Polyvalent Alternance H/F,Groupe Alternance Marseille,774 - 1 801 € / mois,Alternance,774 - 1 801 € / mois,il y a 10 heures,"Employé Polyvalent Alternance H/F
Groupe Alternance Marseille
Cabriès - 13
Alternance
774 - 1 801 € / mois
24 mois
... en juillet 2025 pour être prêt(e) à la rentrée de septembre et une véritable opportunité d'embauche après l'alternance. 80 %...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:53.741631
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/69219612.html,69219612,Responsable de Magasin H/F,Boulangerie Louise,Nœux-les-Mines - 62,CDI,2 200 € / mois,il y a 10 heures,"Responsable de Magasin H/F
Boulangerie Louise
Nœux-les-Mines - 62
CDI
2 200 € / mois
... centre de profit dans le milieu du commerce, ou de la restauration traditionnelle ou rapide (2 ans d'expérience souhaitée) ;...
Voir l’offre
il y a 10 heures",False,2 ans d'expérience,2025-12-16T10:33:54.202253
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/69220309.html,69220309,Employé Libre Service H/F,Stokomani,Orange - 84,CDD,,il y a 10 heures,"Employé Libre Service H/F
Stokomani
Orange - 84
CDD
... appréciant le travail d'équipe. Notre entreprise s'engage en faveur de la diversité culturelle, l'égalité femmes-hommes et l'emploi des travailleurs...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:54.631555
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/72627720.html,72627720,Adjoint Manager de Supermarché - Parcours Certifiant H/F,Lidl,Toulouse - 31,CDI,32 942 € / an,il y a 10 heures,"Adjoint Manager de Supermarché - Parcours Certifiant H/F
Lidl
Toulouse - 31
CDI
32 942 € / an
… dans le domaine du commerce, du management ou de la distribution Rejoindre Lidl Nous reconnaissons le travail et l'investissement de…
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:55.070485
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/66526784.html,66526784,Manager de Rayon Boulangerie Pâtisserie H/F,U Magasins,Hambach - 57,CDI,,il y a 10 heures,"Manager de Rayon Boulangerie Pâtisserie H/F
U Magasins
Hambach - 57
CDI
... du magasin - Autorisations d'absences pour événements familiaux Vous vous reconnaissez et...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:55.458360
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/64283193.html,64283193,Employé Qualifié Libre Service N2 Boucherie H/F,Auchan Retail France,23 910 - 24 160 € / an,CDI,23 910 - 24 160 € / an,il y a 10 heures,"Employé Qualifié Libre Service N2 Boucherie H/F
Auchan Retail France
La Trinité - 06
CDI
23 910 - 24 160 € / an
… Nous sommes... Auchan Retail France, une entreprise de distribution de clients chaque année. Ce que nous voulons,…
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:55.936922
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/71561023.html,71561023,Directeur·ice de Magasin - Varennes sur Seine H/F,Armand Thiery,Varennes-sur-Seine - 77,CDI,,il y a 10 heures,"Directeur·ice de Magasin - Varennes sur Seine H/F
Armand Thiery
Varennes-sur-Seine - 77
CDI
... pragmatique et agile, au savoir faire reconnu, qui place la transmission au coeur de ses métiers, N'hésitez plus, postulez !
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:56.390792
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/68015864.html,68015864,Hôte de Caisse - Accueil H/F,Truffaut,Plaisir - 78,CDI,,il y a 10 heures,"Hôte de Caisse - Accueil H/F
Truffaut
Plaisir - 78
CDI
Issu d'une formation en comptabilité / gestion, vous avez idéalement une première expérience professionnelle à un poste similaire. Vous êtes...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:56.803031
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/71557118.html,71557118,Responsable de Secteur H/F,Kuribay,Ambert - 63,CDI,,il y a 10 heures,"Responsable de Secteur H/F
Kuribay
Ambert - 63
CDI
... dans le domaine de la Banque/Assurance. Vous avez par ailleurs une expérience d'au moins 2 ans comme...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:57.224925
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/71554628.html,71554628,Employe Libre Service - E Leclerc Montaigu Vendee 85 H/F,E.Leclerc,Montaigu-Vendée - 85,CDI,,il y a 10 heures,"Employe Libre Service - E Leclerc Montaigu Vendee 85 H/F
E.Leclerc
Montaigu-Vendée - 85
CDI
Profil recherché : Approvisionnements/Gestion Fournisseurs - Une première expérience est un plus, mais les débutants sont les...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:57.645723
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/62918245.html,62918245,Responsable Magasin ou Magasinier Confirmé H/F,Randstad,30 000 - 31 000 € / an,CDI,30 000 - 31 000 € / an,il y a 10 heures,"Responsable Magasin ou Magasinier Confirmé H/F
Randstad
Chaumont - 52
CDI
30 000 - 31 000 € / an
... responsabilité d'un magasinier) Vous êtes à l'aise avec l'outil informatique (SAGE ou équivalent, Excel...) Anglais appréciée Vous êtes autonome,...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:33:58.096988
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/71560670.html,71560670,Manager de Rayon Boucherie H/F,Supermarchés Match,Bouzonville - 57,CDI,,il y a 10 heures,"Manager de Rayon Boucherie H/F
Supermarchés Match
Bouzonville - 57
CDI
… rayon boucherie, idéalement acquise dans le milieu de la distribution alimentaire. Vous avez une parfaite connaissance de la chaine…
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:34:12.515407
